country,year,iso_code_energy,population_energy,gdp_energy,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita_energy,energy_per_gdp_energy,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption_energy,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,iso_code_co2,population_co2,gdp_co2,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita_co2,energy_per_gdp_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,energy_per_capita_calc,co2_per_capita_calc,energy_intensity,co2_intensity,primary_energy_consumption_energy_lag1,primary_energy_consumption_energy_lag2,primary_energy_consumption_energy_lag3,co2_lag1,co2_lag2,co2_lag3,energy_intensity_lag1,energy_intensity_lag2,energy_intensity_lag3,co2_intensity_lag1,co2_intensity_lag2,co2_intensity_lag3
India,2005,IND,1154676277.0,3752627535872.0,5.369,0.06,1.012,1.169,3.499,4.04,0.573,0.025,734.032,9.475,212.585,2127.101,2456.113,414.385,478.48,4.557,96.188,1911.496,2207.16,67.916,53.522,706.07,611.487,704.52,16.1,5.876,255.766,3991.09,1.228,6.85,272.422,501.716,579.32,3680.25,4249.498,82.229,92.603,11.922,36.565,343.256,65.36,75.47,297.275,1.331,3.744,246.928,285.121,10.712,7.48,517.14,-3.196,-10.845,261.882,84.37,97.42,226.801,13.828,5.707,-3.952,-16.54,339.467,108.429,125.2,293.993,17.771,7.397,1.55,0.22,-16.602,-9.951,47.653,15.355,17.73,41.27,2.517,1.038,1.631,23.272,1450.128,21.972,25.37,1255.874,-3.881,-16.398,351.768,406.178,3.601,31.6,12.61,4.035,8.82,21.747,2.252,3.495,7.895,10.921,0.573,0.233,0.275,610.145,4608.417,-1.514,-6.589,291.814,93.074,107.47,252.724,15.254,6.359,0.0,-0.0,0.049,0.017,0.02,0.042,0.003,0.001,14.651,1.944,16.105,5.188,5.99,13.947,0.85,0.351,IND,1154676319.0,3752627535872.0,59.687,0.052,1194.592,60.765,5.359,1238.216,33.918,2.816,1.072,0.33,0.269,1.035,0.318,0.259,721.469,0.625,1103.955,0.956,0.294,918.974,24361.496,62096.312,16065.455,126.137,798.762,40427.93,6452.167,402.403,3991.22,1.228,1.704,0.001,59.357,0.051,1.314,1.943,43.624,0.038,796.301,0.69,199.959,0.173,352.376,0.305,0.076,24.39,4608.417,6.164,4.034,3.588,6.248,4.042,2.056,3.239,2.781,0.972,0.542,5.489,1.539,5.859999999999999,0.49,1.099,0.892,3.173,8.248,4.232,0.028,0.021,0.053,0.005,2243.356,1517.127,-90.638,-7.587,3.991090049908418e-06,1.0345687188203252e-06,1.2280507340383144e-09,3.1833481702638847e-10,4352.651,4008.71,3870.809,1133.828,1067.737,1032.14,1.2453855732725514e-09,1.2330264565581223e-09,1.2796128488532021e-09,3.244121878304671e-10,3.2842185382479646e-10,3.412050570863466e-10
India,2006,IND,1172878840.0,4069856116736.0,1.168,0.014,1.008,1.182,4.766,5.59,0.751,0.024,723.023,3.817,93.751,2174.022,2549.865,430.957,505.46,4.373,96.526,1964.129,2303.685,67.899,52.764,747.17,637.039,744.43,16.229,5.348,246.45,4139.274,1.193,4.499,191.178,510.914,599.24,3786.134,4440.676,80.496,91.891,4.52,15.516,358.772,63.689,74.7,305.89,-1.141,-3.253,240.322,281.868,10.035,7.424,538.24,15.6,39.234,301.116,96.02,112.62,256.732,15.128,6.231,15.83,52.419,391.887,123.789,145.19,334.124,19.504,8.109,2.74,0.367,-0.537,-0.509,47.144,15.031,17.63,40.195,2.368,0.976,5.649,81.911,1532.039,16.268,19.08,1306.221,3.207,13.026,357.414,419.203,2.563,31.702,17.459,5.587,8.82,38.459,4.85,4.763,7.895,14.886,0.751,0.233,0.361,634.703,4854.867,18.501,52.929,344.743,108.758,127.56,293.929,17.135,7.134,-60.4,-0.03,0.019,0.009,0.01,0.016,0.001,0.0,55.855,8.861,24.966,7.963,9.34,21.286,1.255,0.517,IND,1172878890.0,4069856116736.0,64.905,0.055,1292.485,97.892,8.195,1330.758,92.542,7.474,1.135,0.327,0.274,1.102,0.318,0.266,773.564,0.66,1179.13,1.005,0.29,983.88,25653.98,63427.07,16839.02,127.879,881.342,40466.203,6821.862,402.403,4141.057,1.193,1.741,0.001,82.58,0.07,1.383,2.015,38.273,0.033,808.801,0.69,209.289,0.178,369.694,0.315,0.076,24.39,4854.867,6.147,4.22,3.701,6.344,4.135,2.11,3.248,2.855,0.959,0.576,5.455,1.585,5.859999999999999,0.501,1.486,0.718,3.295,8.248,4.247,0.028,0.021,0.054,0.005,2363.338,1622.241,-113.355,-8.77,4.139274095864835e-06,1.1019765220601753e-06,1.1928841857666393e-09,3.1757510902782604e-10,4608.417,4352.651,4008.71,1194.592,1133.828,1067.737,1.2280507340383144e-09,1.2453855732725514e-09,1.2330264565581223e-09,3.1833481702638847e-10,3.244121878304671e-10,3.2842185382479646e-10
India,2007,IND,1190675980.0,4403214942208.0,0.0,0.0,0.993,1.182,6.215,7.4,0.929,0.023,717.869,9.428,240.408,2343.436,2790.272,447.872,533.27,6.21,143.07,2054.929,2446.755,66.972,53.199,801.2,672.895,796.26,16.0,8.529,414.093,4425.184,1.197,8.449,375.181,534.721,636.68,4044.641,4815.856,79.959,91.819,8.175,29.331,388.103,75.629,90.05,325.951,2.759,7.777,243.261,289.645,11.309,7.4,571.61,8.876,24.983,326.099,102.975,122.61,273.877,15.398,6.217,9.845,37.182,429.069,134.025,159.58,360.357,20.041,8.181,4.94,0.617,1.134,0.281,47.425,14.975,17.83,39.83,2.239,0.904,6.882,105.442,1637.482,11.221,13.36,1375.254,1.099,4.605,355.94,423.809,1.678,31.22,23.134,7.403,8.82,32.504,5.675,6.217,7.895,19.43,0.93,0.233,0.441,668.746,5268.96,11.038,36.901,381.644,119.05,141.75,320.527,17.802,7.276,719.444,0.138,0.157,0.05,0.06,0.132,0.008,0.003,25.12,6.105,31.071,9.81,11.68,26.095,1.467,0.592,IND,1190676028.0,4403214942208.0,68.333,0.057,1392.506,100.021,7.739,1484.246,153.488,11.534,1.247,0.337,0.282,1.17,0.316,0.264,842.477,0.708,1297.334,1.09,0.295,1052.213,27046.488,64911.32,17681.496,129.721,969.298,40557.945,7213.759,402.403,4428.845,1.197,1.842,0.002,87.956,0.074,1.455,2.113,91.74,0.077,826.853,0.694,219.158,0.184,391.897,0.329,0.076,24.39,5268.96,6.026,4.416,4.108,6.59,4.221,2.168,3.263,2.934,0.949,0.611,5.434,1.634,5.859999999999999,0.537,1.527,1.997,3.483,8.248,4.268,0.028,0.022,0.055,0.005,2515.728,1732.824,-95.172,-6.835,4.425183751502232e-06,1.1695087221492284e-06,1.1966165788304376e-09,3.1624756417221945e-10,4854.867,4608.417,4352.651,1292.485,1194.592,1133.828,1.1928841857666393e-09,1.2280507340383144e-09,1.2453855732725514e-09,3.1757510902782604e-10,3.1833481702638847e-10,3.244121878304671e-10
India,2008,IND,1207930907.0,4649547988992.0,40.0,0.473,1.37,1.655,7.699,9.3,1.123,0.03,733.079,8.26,230.49,2500.774,3020.762,474.464,573.12,8.205,200.758,2191.775,2647.512,69.183,54.401,834.25,690.644,828.41,15.643,5.837,307.569,4616.596,1.199,6.729,324.041,558.202,674.27,4255.125,5139.897,81.393,92.564,3.034,11.774,399.877,71.097,85.88,331.043,1.475,4.273,243.324,293.919,10.367,7.201,607.29,-6.071,-22.223,303.876,95.345,115.17,251.567,13.903,5.472,-3.094,-16.178,412.89,127.607,154.14,341.816,18.607,7.436,5.84,0.7,-14.587,-7.238,40.187,12.608,15.23,33.269,1.838,0.724,4.994,81.777,1719.259,12.641,15.27,1423.309,3.71,15.724,363.872,439.533,1.843,30.962,29.069,9.302,8.82,25.652,5.934,7.701,7.895,24.065,1.123,0.233,0.523,685.809,5576.529,-1.66,-8.94,372.704,114.998,138.91,308.547,16.768,6.712,6.78,0.009,0.166,0.05,0.06,0.138,0.007,0.003,23.072,6.866,37.937,11.905,14.38,31.407,1.736,0.683,IND,1207930962.0,4649547988992.0,73.245,0.061,1489.437,96.931,6.961,1639.077,154.831,10.432,1.357,0.353,0.294,1.233,0.32,0.267,910.795,0.754,1381.225,1.143,0.297,1125.458,28535.924,66550.398,18592.291,131.609,1059.575,40707.582,7626.992,402.403,4621.171,1.199,1.888,0.002,90.277,0.075,1.525,2.203,149.639,0.124,842.577,0.698,223.8,0.185,413.233,0.342,0.076,24.39,5576.529,6.375,4.644,4.435,6.899,4.316,2.23,3.285,3.019,0.94,0.644,5.418,1.684,5.859999999999999,0.564,1.523,3.066,3.689,8.248,4.29,0.029,0.023,0.056,0.005,2661.096,1842.31,-108.212,-7.265,4.616596005354134e-06,1.2330481185231832e-06,1.199370135162099e-09,3.2034017145888256e-10,5268.96,4854.867,4608.417,1392.506,1292.485,1194.592,1.1966165788304376e-09,1.1928841857666393e-09,1.2280507340383144e-09,3.1624756417221945e-10,3.1757510902782604e-10,3.1833481702638847e-10
India,2009,IND,1225524711.0,4993478819840.0,-47.715,-0.79,0.706,0.866,9.498,11.64,1.323,0.015,743.893,8.193,247.504,2666.83,3268.266,498.652,611.11,7.942,210.259,2331.875,2857.771,69.467,54.78,885.01,722.148,879.71,15.385,7.386,411.861,4886.388,1.199,8.293,426.239,594.488,728.56,4541.84,5566.137,82.818,93.296,22.808,91.204,491.081,85.164,104.37,400.711,22.993,67.581,294.975,361.499,11.864,8.231,654.41,-7.668,-24.774,279.102,86.771,106.34,227.741,12.088,4.678,-3.129,-12.891,399.999,123.335,151.15,326.39,17.182,6.704,5.3,0.599,10.41,3.95,44.137,13.725,16.82,36.015,1.912,0.74,5.091,87.532,1806.79,10.673,13.08,1474.299,0.537,2.361,360.575,441.893,1.487,30.284,32.991,10.557,8.82,13.493,3.922,8.614,7.895,26.92,1.2,0.233,0.553,717.823,5988.39,-4.596,-16.842,355.862,109.61,134.33,290.375,15.27,5.965,19.048,0.031,0.197,0.065,0.08,0.161,0.009,0.003,13.164,4.769,42.706,13.276,16.27,34.847,1.849,0.716,IND,1225524760.0,4993478819840.0,81.268,0.066,1612.216,122.779,8.243,1694.797,55.72,3.399,1.383,0.339,0.283,1.316,0.323,0.269,983.947,0.803,1525.167,1.245,0.305,1206.726,30148.141,68245.195,19576.238,133.488,1172.038,40790.164,8059.651,402.403,4896.744,1.2,1.879,0.002,112.463,0.092,1.617,2.258,82.581,0.067,846.518,0.691,229.679,0.187,432.66,0.353,0.076,24.39,5991.853,6.875,5.111,4.603,7.543,4.427,2.3,3.308,3.113,0.931,0.688,5.391,1.738,5.859999999999999,0.569,1.944,1.566,3.949,8.248,4.315,0.029,0.024,0.058,0.005,2767.514,1981.971,-87.049,-5.399,4.88638861889093e-06,1.3155311525488874e-06,1.1992420947510656e-09,3.2286429124208406e-10,5576.529,5268.96,4854.867,1489.437,1392.506,1292.485,1.199370135162099e-09,1.1966165788304376e-09,1.1928841857666393e-09,3.2034017145888256e-10,3.1624756417221945e-10,3.1757510902782604e-10
India,2010,IND,1243481513.0,5361371185152.0,72.546,0.628,1.201,1.493,11.5,14.3,1.525,0.024,738.818,2.456,80.281,2692.88,3348.546,517.072,642.97,2.776,79.338,2362.005,2937.109,68.586,53.804,943.02,758.371,937.47,15.746,4.333,259.5,5024.514,1.165,3.96,220.442,620.661,771.78,4653.53,5786.579,82.326,92.977,20.065,98.535,589.616,94.919,118.03,474.166,31.201,112.792,381.423,474.292,12.59,9.474,692.62,2.263,4.085,283.188,87.448,108.74,227.738,11.599,4.55,10.061,37.062,437.061,133.247,165.69,351.482,17.674,7.023,5.55,0.589,37.261,15.973,60.11,18.561,23.08,48.34,2.462,0.966,2.304,41.626,1848.416,8.669,10.78,1486.485,8.547,37.769,385.741,479.662,1.15,29.7,41.308,13.219,8.82,25.21,8.317,10.63,7.895,33.22,1.41,0.233,0.664,753.907,6247.89,6.651,21.089,376.951,114.686,142.61,303.142,15.212,6.057,50.667,0.097,0.294,0.088,0.11,0.237,0.012,0.005,19.577,7.962,50.668,15.65,19.46,40.747,2.076,0.814,IND,1243481564.0,5361371185152.0,86.029,0.069,1677.337,65.121,4.039,1794.29,99.493,5.87,1.443,0.335,0.287,1.349,0.313,0.268,1015.983,0.817,1577.53,1.269,0.294,1292.755,31825.479,70039.484,20592.223,135.192,1306.159,40907.117,8499.151,402.403,5038.898,1.166,1.704,0.001,134.121,0.108,1.652,2.31,116.953,0.094,856.15,0.689,236.617,0.19,439.5,0.353,0.076,24.39,6251.326,6.811,5.029,4.619,7.281,4.533,2.368,3.332,3.203,0.921,0.739,5.368,1.789,5.859999999999999,0.499,2.154,2.131,3.881,8.248,4.344,0.03,0.024,0.059,0.005,2871.956,2053.94,-99.807,-5.95,5.024513782216556e-06,1.348903794443388e-06,1.1653530009828757e-09,3.1285597323410205e-10,5988.39,5576.529,5268.96,1612.216,1489.437,1392.506,1.1992420947510656e-09,1.199370135162099e-09,1.1966165788304376e-09,3.2286429124208406e-10,3.2034017145888256e-10,3.1624756417221945e-10
India,2011,IND,1261224903.0,5720693014528.0,113.681,1.698,2.53,3.191,13.59,17.14,1.658,0.049,721.296,3.892,130.318,2758.322,3478.864,556.007,701.25,-0.745,-21.892,2311.417,2915.217,67.819,53.049,1039.12,823.897,1034.0,16.606,5.428,339.12,5222.708,1.151,3.99,230.909,656.631,828.16,4771.146,6017.487,80.093,91.76,2.246,13.243,602.859,93.211,117.56,477.995,-9.479,-44.958,340.41,429.334,11.369,9.193,745.82,21.114,58.016,341.204,104.422,131.7,270.534,12.737,5.203,24.833,103.315,540.376,163.206,205.84,428.453,19.907,8.24,5.12,0.493,39.604,23.371,83.481,25.547,32.22,66.19,3.116,1.273,4.726,87.349,1935.765,7.413,9.35,1534.829,3.978,19.081,395.444,498.743,0.904,29.518,48.305,15.458,8.82,16.939,6.997,12.256,7.895,38.3,1.495,0.233,0.737,819.838,6587.01,22.449,79.944,456.895,137.66,173.62,362.263,16.791,6.967,631.858,1.848,2.142,0.658,0.83,1.699,0.08,0.033,23.108,11.385,62.053,18.989,23.95,49.2,2.316,0.946,IND,1261224952.0,5720693014528.0,91.314,0.072,1764.712,87.375,5.209,1862.74,68.45,3.815,1.477,0.326,0.283,1.399,0.308,0.268,1074.385,0.852,1629.816,1.292,0.285,1384.069,33590.191,71902.227,21666.607,137.84,1442.419,41005.145,8959.256,402.403,5241.937,1.152,2.648,0.002,136.26,0.108,1.705,2.354,98.028,0.078,867.948,0.688,244.344,0.194,460.104,0.365,0.076,24.39,6592.371,6.72,5.114,4.682,7.29,4.632,2.436,3.357,3.295,0.917,0.788,5.344,1.842,5.859999999999999,0.737,2.125,1.857,4.05,8.248,4.371,0.03,0.025,0.06,0.005,2968.743,2150.748,-134.897,-7.644,5.222708483103902e-06,1.3992047946732969e-06,1.151435671040544e-09,3.084787097504483e-10,6247.89,5988.39,5576.529,1677.337,1612.216,1489.437,1.1653530009828757e-09,1.1992420947510656e-09,1.199370135162099e-09,3.1285597323410205e-10,3.2286429124208406e-10,3.2034017145888256e-10
India,2012,IND,1278674446.0,6052427857920.0,-7.678,-0.245,2.304,2.946,15.594,19.94,1.826,0.043,741.208,8.881,308.954,2962.301,3787.818,615.583,787.13,1.749,50.994,2319.754,2966.211,72.092,54.809,1096.48,857.513,1091.84,16.549,5.325,350.758,5425.75,1.146,6.298,378.991,698.731,893.45,5002.43,6396.479,81.83,92.556,-7.608,-45.868,556.991,75.273,96.25,435.6,-13.196,-56.656,291.457,372.678,8.815,8.06,809.28,-12.094,-42.811,298.393,90.547,115.78,233.361,10.604,4.318,-4.556,-25.901,514.475,155.153,198.39,402.351,18.17,7.444,4.64,0.423,2.843,1.931,85.412,25.917,33.14,66.797,3.035,1.236,5.988,115.905,2051.67,7.875,10.07,1604.529,-0.78,-3.893,387.003,494.851,0.922,29.687,51.613,16.516,8.82,6.846,3.307,12.917,7.895,40.364,1.513,0.233,0.747,853.884,6937.768,-5.917,-27.831,429.064,129.235,165.25,335.554,15.135,6.208,153.809,3.267,5.41,1.642,2.1,4.231,0.192,0.078,14.53,8.65,70.703,21.452,27.43,55.294,2.512,1.023,IND,1278674506.0,6052427857920.0,100.237,0.078,1925.7,160.987,9.123,2085.191,222.451,11.942,1.631,0.345,0.3,1.506,0.318,0.277,1206.452,0.944,1791.212,1.401,0.296,1484.307,35515.891,73987.414,22873.059,141.432,1568.024,41164.637,9449.069,402.403,5452.142,1.148,3.592,0.003,125.605,0.098,1.815,2.465,159.491,0.125,870.109,0.68,244.454,0.191,489.814,0.383,0.076,24.39,6948.685,7.187,5.502,5.129,8.093,4.746,2.512,3.391,3.401,0.917,0.827,5.325,1.898,5.859999999999999,0.953,1.918,2.822,4.261,8.248,4.401,0.03,0.026,0.062,0.005,3151.704,2320.236,-134.488,-6.984,5.425750097456781e-06,1.5060126646491523e-06,1.14627851217119e-09,3.1816983947691255e-10,6587.01,6247.89,5988.39,1764.712,1677.337,1612.216,1.151435671040544e-09,1.1653530009828757e-09,1.1992420947510656e-09,3.084787097504483e-10,3.1285597323410205e-10,3.2286429124208406e-10
India,2013,IND,1295829456.0,6424470487040.0,16.383,0.483,2.646,3.429,17.348,22.48,1.961,0.048,736.664,5.859,221.911,3094.334,4009.729,654.384,847.97,0.267,7.906,2295.145,2974.117,73.985,56.22,1150.09,887.532,1146.14,16.879,3.247,225.293,5527.781,1.115,2.644,169.099,713.774,924.93,5066.699,6565.578,80.7,92.056,-11.993,-66.798,490.193,51.172,66.31,378.285,-16.649,-62.047,239.716,310.631,5.786,6.873,844.32,13.998,39.16,337.552,101.85,131.98,260.491,11.515,4.733,11.027,52.134,566.609,170.709,221.21,437.256,19.3,7.944,3.95,0.343,0.509,-0.224,85.187,25.706,33.31,65.74,2.906,1.194,0.682,13.986,2065.656,8.219,10.65,1594.08,-0.807,-3.993,378.798,490.858,0.929,28.962,54.915,17.573,8.82,6.399,3.303,13.561,7.895,42.379,1.533,0.233,0.77,884.484,7163.062,13.143,52.358,481.422,145.004,187.9,371.517,16.394,6.75,63.554,3.37,8.78,2.647,3.43,6.776,0.299,0.123,9.386,6.043,76.745,23.159,30.01,59.225,2.618,1.076,IND,1295829506.0,6424470487040.0,107.82,0.083,1995.098,69.398,3.604,2213.367,128.176,6.147,1.708,0.345,0.308,1.54,0.311,0.278,1276.383,0.985,1780.645,1.374,0.277,1592.126,37510.988,76200.781,24149.443,144.698,1678.713,41382.902,9946.01,402.403,5560.02,1.117,3.266,0.003,110.689,0.085,1.822,2.421,218.269,0.168,844.152,0.651,244.683,0.189,496.94,0.383,0.076,24.39,7178.72,7.412,5.652,5.476,8.508,4.864,2.589,3.428,3.513,0.916,0.856,5.318,1.952,5.859999999999999,0.848,1.68,4.266,4.292,8.248,4.427,0.031,0.027,0.063,0.005,3137.217,2361.039,-214.454,-10.749,5.527781427434997e-06,1.5396300136416236e-06,1.1149653523119066e-09,3.1054668303398467e-10,6937.768,6587.01,6247.89,1925.7,1764.712,1677.337,1.14627851217119e-09,1.151435671040544e-09,1.1653530009828757e-09,3.1816983947691255e-10,3.084787097504483e-10,3.1285597323410205e-10
India,2014,IND,1312277131.0,6875186200576.0,-12.718,-0.436,2.281,2.993,18.807,24.68,1.955,0.039,741.503,9.76,391.344,3353.768,4401.073,723.879,949.93,5.367,159.607,2388.004,3133.724,75.259,57.755,1262.79,962.289,1262.22,17.407,6.836,489.67,5831.643,1.113,6.793,446.006,781.458,1025.49,5343.066,7011.583,81.245,92.013,-1.056,-5.177,485.016,48.778,64.01,369.599,-5.498,-17.079,223.697,293.552,5.071,6.365,935.94,5.314,16.128,353.68,105.923,139.0,269.516,11.012,4.641,7.486,42.018,608.628,180.396,236.73,463.795,18.755,7.987,0.57,0.045,4.136,3.072,88.259,26.435,34.69,67.256,2.748,1.158,2.897,59.839,2125.494,8.801,11.55,1619.699,-1.337,-6.562,369.05,484.296,0.915,27.893,66.078,21.145,8.82,20.327,11.163,16.113,7.895,50.354,1.675,0.233,0.867,961.855,7652.732,8.085,38.947,520.369,153.961,202.04,396.539,16.007,6.829,42.994,3.711,12.491,3.742,4.91,9.519,0.389,0.164,11.489,8.382,85.127,25.49,33.45,64.87,2.65,1.117,IND,1312277184.0,6875186200576.0,115.825,0.088,2148.344,153.246,7.681,2242.132,28.765,1.3,1.709,0.326,0.293,1.637,0.312,0.28,1407.057,1.072,1956.705,1.491,0.285,1707.951,39659.332,78442.914,25556.498,148.227,1788.181,41476.695,10458.475,402.403,5862.708,1.115,3.529,0.003,109.467,0.083,1.924,2.474,93.789,0.071,852.537,0.65,248.335,0.189,512.465,0.391,0.076,24.39,7664.003,7.709,6.06,5.489,9.369,4.989,2.672,3.466,3.638,0.916,0.882,5.294,2.007,5.859999999999999,0.913,1.651,1.738,4.415,8.248,4.455,0.031,0.028,0.065,0.006,3246.826,2524.845,-191.639,-8.92,5.831643194275855e-06,1.63711144733276e-06,1.1130945078053097e-09,3.124779369350044e-10,7163.062,6937.768,6587.01,1995.098,1925.7,1764.712,1.1149653523119066e-09,1.14627851217119e-09,1.151435671040544e-09,3.1054668303398467e-10,3.1816983947691255e-10,3.084787097504483e-10
India,2015,IND,1328024445.0,7391521275904.0,20.01,0.599,2.704,3.592,23.057,30.62,2.316,0.046,745.783,2.031,89.397,3381.316,4490.47,757.93,1006.55,4.288,134.379,2460.876,3268.103,76.133,57.121,1322.19,995.607,1322.1,17.605,3.133,239.758,5943.03,1.068,3.608,252.994,813.675,1080.58,5470.213,7264.577,81.732,92.41,-1.432,-6.947,478.068,48.772,64.77,359.985,-4.13,-12.124,211.915,281.428,4.899,6.081,986.0,-3.972,-15.769,337.912,100.36,133.28,254.447,10.081,4.298,-1.107,-11.92,596.708,181.864,241.52,449.32,18.268,7.59,0.09,0.007,10.442,8.722,96.981,28.847,38.31,73.027,2.898,1.234,8.024,170.544,2296.039,6.973,9.26,1728.913,-1.126,-5.455,360.566,478.841,0.7,29.207,57.378,18.361,8.82,-13.166,-8.7,13.826,7.895,43.205,1.389,0.233,0.73,995.539,7892.49,-3.095,-20.642,499.727,153.017,203.21,376.293,15.37,6.357,44.481,5.465,17.956,4.947,6.57,13.521,0.497,0.228,-2.133,-2.237,82.89,24.653,32.74,62.416,2.476,1.054,IND,1328024492.0,7391521275904.0,117.508,0.088,2234.219,85.876,3.997,2367.592,125.46,5.596,1.783,0.32,0.299,1.682,0.302,0.282,1449.587,1.092,2093.845,1.577,0.283,1825.459,41893.551,80810.508,27006.086,152.365,1895.051,41610.066,11014.592,402.403,5994.315,1.073,4.137,0.003,106.871,0.08,1.971,2.504,133.373,0.1,860.389,0.648,251.789,0.19,556.117,0.419,0.076,24.39,7929.679,8.098,6.31,5.784,9.883,5.116,2.756,3.507,3.765,0.919,0.904,5.273,2.067,5.859999999999999,1.077,1.579,2.411,4.7,8.248,4.484,0.032,0.029,0.066,0.006,3325.531,2617.422,-140.375,-6.283,5.943030664620028e-06,1.6823627978692417e-06,1.0677761323273375e-09,3.022678169490556e-10,7652.732,7163.062,6937.768,2148.344,1995.098,1925.7,1.1130945078053097e-09,1.1149653523119066e-09,1.14627851217119e-09,3.124779369350044e-10,3.1054668303398467e-10,3.1816983947691255e-10
